{'loss': 4.1053, 'grad_norm': 2.2173097133636475, 'learning_rate': 1.8e-05, 'epoch': 0.0}
{'loss': 0.0041, 'grad_norm': 0.006984437350183725, 'learning_rate': 0.0001529920926751489, 'epoch': 0.71}
{'loss': 0.003, 'grad_norm': 0.023328276351094246, 'learning_rate': 0.00015292701181217664, 'epoch': 0.71}
{'loss': 0.0022, 'grad_norm': 0.009066042490303516, 'learning_rate': 0.0001528619309492044, 'epoch': 0.72}
{'loss': 0.0032, 'grad_norm': 0.07047520577907562, 'learning_rate': 0.00015279685008623214, 'epoch': 0.72}
{'loss': 0.0028, 'grad_norm': 0.17121241986751556, 'learning_rate': 0.0001527317692232599, 'epoch': 0.72}
{'loss': 0.0029, 'grad_norm': 0.06482159346342087, 'learning_rate': 0.00015266668836028767, 'epoch': 0.72}
{'loss': 0.0032, 'grad_norm': 0.12076239287853241, 'learning_rate': 0.00015260160749731543, 'epoch': 0.72}
{'loss': 0.0029, 'grad_norm': 0.07631228119134903, 'learning_rate': 0.00015253652663434317, 'epoch': 0.72}
{'loss': 0.0024, 'grad_norm': 0.026943227276206017, 'learning_rate': 0.00015247144577137093, 'epoch': 0.72}
{'loss': 0.0026, 'grad_norm': 0.05089647322893143, 'learning_rate': 0.0001524063649083987, 'epoch': 0.72}
{'loss': 0.0027, 'grad_norm': 0.108207106590271, 'learning_rate': 0.00015234128404542646, 'epoch': 0.72}
{'loss': 0.0033, 'grad_norm': 0.02729598991572857, 'learning_rate': 0.00015227620318245422, 'epoch': 0.72}
{'loss': 0.003, 'grad_norm': 0.14438939094543457, 'learning_rate': 0.00015221112231948196, 'epoch': 0.72}
{'loss': 0.0041, 'grad_norm': 0.1166301965713501, 'learning_rate': 0.00015214604145650972, 'epoch': 0.73}
{'loss': 0.0034, 'grad_norm': 0.14537210762500763, 'learning_rate': 0.00015208096059353746, 'epoch': 0.73}
{'loss': 0.004, 'grad_norm': 0.11057174205780029, 'learning_rate': 0.00015201587973056522, 'epoch': 0.73}
{'loss': 0.0032, 'grad_norm': 0.04042430967092514, 'learning_rate': 0.000151950798867593, 'epoch': 0.73}
{'loss': 0.0037, 'grad_norm': 0.1824965924024582, 'learning_rate': 0.00015188571800462075, 'epoch': 0.73}
{'loss': 0.0048, 'grad_norm': 0.06969016045331955, 'learning_rate': 0.00015182063714164852, 'epoch': 0.73}
{'loss': 0.0028, 'grad_norm': 0.011581975035369396, 'learning_rate': 0.00015175555627867625, 'epoch': 0.73}
{'loss': 0.0025, 'grad_norm': 0.05354189872741699, 'learning_rate': 0.00015169047541570402, 'epoch': 0.73}
{'loss': 0.003, 'grad_norm': 0.07445808500051498, 'learning_rate': 0.00015162539455273178, 'epoch': 0.73}
{'loss': 0.0027, 'grad_norm': 0.0978180319070816, 'learning_rate': 0.00015156031368975954, 'epoch': 0.73}
{'loss': 0.0028, 'grad_norm': 0.05665824934840202, 'learning_rate': 0.00015149523282678728, 'epoch': 0.74}
{'loss': 0.0031, 'grad_norm': 0.16454416513442993, 'learning_rate': 0.00015143015196381504, 'epoch': 0.74}
{'loss': 0.0025, 'grad_norm': 0.07832657545804977, 'learning_rate': 0.0001513650711008428, 'epoch': 0.74}
{'loss': 0.0026, 'grad_norm': 0.040247298777103424, 'learning_rate': 0.00015129999023787055, 'epoch': 0.74}
{'loss': 0.0035, 'grad_norm': 0.12484008073806763, 'learning_rate': 0.00015123490937489834, 'epoch': 0.74}
{'loss': 0.0024, 'grad_norm': 0.12233491986989975, 'learning_rate': 0.00015116982851192607, 'epoch': 0.74}
{'loss': 0.0022, 'grad_norm': 0.00889924168586731, 'learning_rate': 0.00015110474764895384, 'epoch': 0.74}
{'loss': 0.0023, 'grad_norm': 0.01649412512779236, 'learning_rate': 0.00015103966678598157, 'epoch': 0.74}
{'loss': 0.0026, 'grad_norm': 0.11002753674983978, 'learning_rate': 0.00015097458592300934, 'epoch': 0.74}
{'loss': 0.0056, 'grad_norm': 0.02047593519091606, 'learning_rate': 0.0001509095050600371, 'epoch': 0.74}
{'loss': 0.0025, 'grad_norm': 0.059324607253074646, 'learning_rate': 0.00015084442419706487, 'epoch': 0.75}
{'loss': 0.0023, 'grad_norm': 0.0484098382294178, 'learning_rate': 0.00015077934333409263, 'epoch': 0.75}
{'loss': 0.0029, 'grad_norm': 0.07172287255525589, 'learning_rate': 0.00015071426247112037, 'epoch': 0.75}
{'loss': 0.0028, 'grad_norm': 0.029673045501112938, 'learning_rate': 0.00015064918160814813, 'epoch': 0.75}
{'loss': 0.003, 'grad_norm': 0.02241199091076851, 'learning_rate': 0.0001505841007451759, 'epoch': 0.75}
{'loss': 0.0028, 'grad_norm': 0.02370314486324787, 'learning_rate': 0.00015051901988220366, 'epoch': 0.75}
{'loss': 0.0027, 'grad_norm': 0.19006597995758057, 'learning_rate': 0.0001504539390192314, 'epoch': 0.75}
{'loss': 0.0038, 'grad_norm': 0.012267469428479671, 'learning_rate': 0.00015038885815625916, 'epoch': 0.75}
{'loss': 0.0028, 'grad_norm': 0.15694929659366608, 'learning_rate': 0.00015032377729328692, 'epoch': 0.75}
{'loss': 0.0037, 'grad_norm': 0.056886836886405945, 'learning_rate': 0.00015025869643031466, 'epoch': 0.75}
{'loss': 0.0041, 'grad_norm': 0.0442824587225914, 'learning_rate': 0.00015019361556734245, 'epoch': 0.76}
{'loss': 0.0038, 'grad_norm': 0.03032563626766205, 'learning_rate': 0.0001501285347043702, 'epoch': 0.76}
{'loss': 0.0027, 'grad_norm': 0.045791611075401306, 'learning_rate': 0.00015006345384139795, 'epoch': 0.76}
{'loss': 0.0029, 'grad_norm': 0.09418974816799164, 'learning_rate': 0.0001499983729784257, 'epoch': 0.76}
{'loss': 0.0038, 'grad_norm': 0.12122424691915512, 'learning_rate': 0.00014993329211545345, 'epoch': 0.76}
{'loss': 0.0028, 'grad_norm': 0.07190881669521332, 'learning_rate': 0.00014986821125248122, 'epoch': 0.76}
{'loss': 0.0031, 'grad_norm': 0.04127296805381775, 'learning_rate': 0.00014980313038950898, 'epoch': 0.76}
{'loss': 0.003, 'grad_norm': 0.08888983726501465, 'learning_rate': 0.00014973804952653674, 'epoch': 0.76}
{'loss': 0.0035, 'grad_norm': 0.2786243259906769, 'learning_rate': 0.00014967296866356448, 'epoch': 0.76}
{'loss': 0.0041, 'grad_norm': 0.15421053767204285, 'learning_rate': 0.00014960788780059224, 'epoch': 0.76}
{'loss': 0.0034, 'grad_norm': 0.06052512675523758, 'learning_rate': 0.00014954280693762, 'epoch': 0.76}
{'loss': 0.0028, 'grad_norm': 0.11679748445749283, 'learning_rate': 0.00014947772607464777, 'epoch': 0.77}
{'loss': 0.0044, 'grad_norm': 0.25362342596054077, 'learning_rate': 0.0001494126452116755, 'epoch': 0.77}
{'loss': 0.0061, 'grad_norm': 0.132722869515419, 'learning_rate': 0.00014934756434870327, 'epoch': 0.77}
{'loss': 0.0031, 'grad_norm': 0.025656724348664284, 'learning_rate': 0.000149282483485731, 'epoch': 0.77}
{'loss': 0.0036, 'grad_norm': 0.04500039294362068, 'learning_rate': 0.00014921740262275877, 'epoch': 0.77}
{'loss': 0.0045, 'grad_norm': 0.11084035038948059, 'learning_rate': 0.00014915232175978656, 'epoch': 0.77}
{'loss': 0.0037, 'grad_norm': 0.3978390693664551, 'learning_rate': 0.0001490872408968143, 'epoch': 0.77}
{'loss': 0.0039, 'grad_norm': 0.1377386748790741, 'learning_rate': 0.00014902216003384206, 'epoch': 0.77}
{'loss': 0.006, 'grad_norm': 0.12553107738494873, 'learning_rate': 0.0001489570791708698, 'epoch': 0.77}
{'loss': 0.0052, 'grad_norm': 0.06165517494082451, 'learning_rate': 0.00014889199830789757, 'epoch': 0.77}
{'loss': 0.0036, 'grad_norm': 0.1153963953256607, 'learning_rate': 0.00014882691744492533, 'epoch': 0.78}
{'loss': 0.0037, 'grad_norm': 0.29636138677597046, 'learning_rate': 0.0001487618365819531, 'epoch': 0.78}
{'loss': 0.004, 'grad_norm': 0.1065746396780014, 'learning_rate': 0.00014869675571898086, 'epoch': 0.78}
{'loss': 0.0044, 'grad_norm': 0.022581784054636955, 'learning_rate': 0.0001486316748560086, 'epoch': 0.78}
{'loss': 0.0035, 'grad_norm': 0.16791939735412598, 'learning_rate': 0.00014856659399303636, 'epoch': 0.78}
{'loss': 0.0043, 'grad_norm': 0.21294726431369781, 'learning_rate': 0.0001485015131300641, 'epoch': 0.78}
{'loss': 0.0039, 'grad_norm': 0.11903516948223114, 'learning_rate': 0.00014843643226709189, 'epoch': 0.78}
{'loss': 0.0035, 'grad_norm': 0.07341860234737396, 'learning_rate': 0.00014837135140411962, 'epoch': 0.78}
{'loss': 0.0029, 'grad_norm': 0.22733904421329498, 'learning_rate': 0.00014830627054114739, 'epoch': 0.78}
{'loss': 0.0029, 'grad_norm': 0.038809169083833694, 'learning_rate': 0.00014824118967817512, 'epoch': 0.78}
{'loss': 0.005, 'grad_norm': 0.02174011804163456, 'learning_rate': 0.0001481761088152029, 'epoch': 0.79}
{'loss': 0.0036, 'grad_norm': 0.18533819913864136, 'learning_rate': 0.00014811102795223065, 'epoch': 0.79}
{'loss': 0.0044, 'grad_norm': 0.18204307556152344, 'learning_rate': 0.00014804594708925841, 'epoch': 0.79}
{'loss': 0.0039, 'grad_norm': 0.26434051990509033, 'learning_rate': 0.00014798086622628618, 'epoch': 0.79}
{'loss': 0.0031, 'grad_norm': 0.14791624248027802, 'learning_rate': 0.00014791578536331392, 'epoch': 0.79}
{'loss': 0.0043, 'grad_norm': 0.08126868307590485, 'learning_rate': 0.00014785070450034168, 'epoch': 0.79}
{'loss': 0.0034, 'grad_norm': 0.09501677006483078, 'learning_rate': 0.00014778562363736944, 'epoch': 0.79}
{'loss': 0.0027, 'grad_norm': 0.03327609598636627, 'learning_rate': 0.0001477205427743972, 'epoch': 0.79}
{'loss': 0.0028, 'grad_norm': 0.0909493938088417, 'learning_rate': 0.00014765546191142494, 'epoch': 0.79}
{'loss': 0.0029, 'grad_norm': 0.053170345723629, 'learning_rate': 0.0001475903810484527, 'epoch': 0.79}
{'loss': 0.0028, 'grad_norm': 0.022755438461899757, 'learning_rate': 0.00014752530018548047, 'epoch': 0.79}
{'loss': 0.0026, 'grad_norm': 0.07118984311819077, 'learning_rate': 0.0001474602193225082, 'epoch': 0.8}
{'loss': 0.0022, 'grad_norm': 0.055516552180051804, 'learning_rate': 0.000147395138459536, 'epoch': 0.8}
{'loss': 0.0021, 'grad_norm': 0.00833129696547985, 'learning_rate': 0.00014733005759656374, 'epoch': 0.8}
{'loss': 0.0026, 'grad_norm': 0.1789986789226532, 'learning_rate': 0.0001472649767335915, 'epoch': 0.8}
{'loss': 0.003, 'grad_norm': 0.005791184026747942, 'learning_rate': 0.00014719989587061924, 'epoch': 0.8}
{'loss': 0.0026, 'grad_norm': 0.04508015885949135, 'learning_rate': 0.000147134815007647, 'epoch': 0.8}
{'loss': 0.0027, 'grad_norm': 0.04107113927602768, 'learning_rate': 0.00014706973414467476, 'epoch': 0.8}
{'loss': 0.0029, 'grad_norm': 0.031301263719797134, 'learning_rate': 0.00014700465328170253, 'epoch': 0.8}
{'loss': 0.0031, 'grad_norm': 0.05302486568689346, 'learning_rate': 0.0001469395724187303, 'epoch': 0.8}
{'loss': 0.0026, 'grad_norm': 0.014449989423155785, 'learning_rate': 0.00014687449155575803, 'epoch': 0.8}
{'loss': 0.0031, 'grad_norm': 0.021999124437570572, 'learning_rate': 0.0001468094106927858, 'epoch': 0.81}
{'loss': 0.0029, 'grad_norm': 0.011624529026448727, 'learning_rate': 0.00014674432982981353, 'epoch': 0.81}
{'loss': 0.0023, 'grad_norm': 0.025531671941280365, 'learning_rate': 0.00014667924896684132, 'epoch': 0.81}
{'loss': 0.0036, 'grad_norm': 0.06650373339653015, 'learning_rate': 0.00014661416810386906, 'epoch': 0.81}
{'loss': 0.0052, 'grad_norm': 0.2602296769618988, 'learning_rate': 0.00014654908724089682, 'epoch': 0.81}
{'loss': 0.004, 'grad_norm': 0.01934177614748478, 'learning_rate': 0.00014648400637792459, 'epoch': 0.81}
{'loss': 0.0045, 'grad_norm': 0.09904852509498596, 'learning_rate': 0.00014641892551495232, 'epoch': 0.81}
{'loss': 0.0033, 'grad_norm': 0.08419117331504822, 'learning_rate': 0.00014635384465198009, 'epoch': 0.81}
{'loss': 0.0034, 'grad_norm': 0.016929911449551582, 'learning_rate': 0.00014628876378900785, 'epoch': 0.81}
{'loss': 0.0035, 'grad_norm': 0.08751251548528671, 'learning_rate': 0.0001462236829260356, 'epoch': 0.81}
{'loss': 0.0025, 'grad_norm': 0.02879706211388111, 'learning_rate': 0.00014615860206306335, 'epoch': 0.82}
{'loss': 0.0032, 'grad_norm': 0.015724197030067444, 'learning_rate': 0.00014609352120009111, 'epoch': 0.82}
{'loss': 0.0024, 'grad_norm': 0.03450746089220047, 'learning_rate': 0.00014602844033711888, 'epoch': 0.82}
{'loss': 0.0033, 'grad_norm': 0.08597241342067719, 'learning_rate': 0.00014596335947414664, 'epoch': 0.82}
{'loss': 0.0033, 'grad_norm': 0.03087073750793934, 'learning_rate': 0.0001458982786111744, 'epoch': 0.82}
{'loss': 0.0041, 'grad_norm': 0.01998065412044525, 'learning_rate': 0.00014583319774820214, 'epoch': 0.82}
{'loss': 0.0029, 'grad_norm': 0.03307180479168892, 'learning_rate': 0.0001457681168852299, 'epoch': 0.82}
{'loss': 0.0029, 'grad_norm': 0.04351995512843132, 'learning_rate': 0.00014570303602225764, 'epoch': 0.82}
{'loss': 0.0025, 'grad_norm': 0.011584095656871796, 'learning_rate': 0.00014563795515928543, 'epoch': 0.82}
{'loss': 0.0019, 'grad_norm': 0.040418677031993866, 'learning_rate': 0.00014557287429631317, 'epoch': 0.82}
{'loss': 0.0038, 'grad_norm': 0.12008322775363922, 'learning_rate': 0.00014550779343334093, 'epoch': 0.83}
{'loss': 0.0035, 'grad_norm': 0.024748751893639565, 'learning_rate': 0.0001454427125703687, 'epoch': 0.83}
{'loss': 0.0042, 'grad_norm': 0.03766851872205734, 'learning_rate': 0.00014537763170739644, 'epoch': 0.83}
{'loss': 0.0034, 'grad_norm': 0.2546992599964142, 'learning_rate': 0.0001453125508444242, 'epoch': 0.83}
{'loss': 0.0022, 'grad_norm': 0.04317931830883026, 'learning_rate': 0.00014524746998145196, 'epoch': 0.83}
{'loss': 0.0036, 'grad_norm': 0.16885720193386078, 'learning_rate': 0.00014518238911847973, 'epoch': 0.83}
{'loss': 0.0021, 'grad_norm': 0.02657555229961872, 'learning_rate': 0.00014511730825550746, 'epoch': 0.83}
{'loss': 0.0025, 'grad_norm': 0.01755080744624138, 'learning_rate': 0.00014505222739253523, 'epoch': 0.83}
{'loss': 0.0022, 'grad_norm': 0.015388309955596924, 'learning_rate': 0.000144987146529563, 'epoch': 0.83}
{'loss': 0.0017, 'grad_norm': 0.047582827508449554, 'learning_rate': 0.00014492206566659076, 'epoch': 0.83}
{'loss': 0.0026, 'grad_norm': 0.013872175477445126, 'learning_rate': 0.00014485698480361852, 'epoch': 0.83}
{'loss': 0.0023, 'grad_norm': 0.08155306428670883, 'learning_rate': 0.00014479190394064626, 'epoch': 0.84}
{'loss': 0.0042, 'grad_norm': 0.019380608573555946, 'learning_rate': 0.00014472682307767402, 'epoch': 0.84}
{'loss': 0.0029, 'grad_norm': 0.1130545511841774, 'learning_rate': 0.00014466174221470176, 'epoch': 0.84}
{'loss': 0.0023, 'grad_norm': 0.14278720319271088, 'learning_rate': 0.00014459666135172955, 'epoch': 0.84}
{'loss': 0.0022, 'grad_norm': 0.15187980234622955, 'learning_rate': 0.00014453158048875728, 'epoch': 0.84}
{'loss': 0.0048, 'grad_norm': 0.031171303242444992, 'learning_rate': 0.00014446649962578505, 'epoch': 0.84}
{'loss': 0.0024, 'grad_norm': 0.12951138615608215, 'learning_rate': 0.0001444014187628128, 'epoch': 0.84}
{'loss': 0.0031, 'grad_norm': 0.02798139862716198, 'learning_rate': 0.00014433633789984055, 'epoch': 0.84}
{'loss': 0.0031, 'grad_norm': 0.04543720558285713, 'learning_rate': 0.0001442712570368683, 'epoch': 0.84}
{'loss': 0.0032, 'grad_norm': 0.19335781037807465, 'learning_rate': 0.00014420617617389608, 'epoch': 0.84}
{'loss': 0.0027, 'grad_norm': 0.19689546525478363, 'learning_rate': 0.00014414109531092384, 'epoch': 0.85}
{'loss': 0.0026, 'grad_norm': 0.10790614783763885, 'learning_rate': 0.00014407601444795158, 'epoch': 0.85}
{'loss': 0.0023, 'grad_norm': 0.014441975392401218, 'learning_rate': 0.00014401093358497934, 'epoch': 0.85}
{'loss': 0.0021, 'grad_norm': 0.012328341603279114, 'learning_rate': 0.00014394585272200708, 'epoch': 0.85}
{'loss': 0.0021, 'grad_norm': 0.010096034966409206, 'learning_rate': 0.00014388077185903487, 'epoch': 0.85}
{'loss': 0.0019, 'grad_norm': 0.01493259146809578, 'learning_rate': 0.00014381569099606263, 'epoch': 0.85}
{'loss': 0.0029, 'grad_norm': 0.1544729322195053, 'learning_rate': 0.00014375061013309037, 'epoch': 0.85}
{'loss': 0.0017, 'grad_norm': 0.21397873759269714, 'learning_rate': 0.00014368552927011813, 'epoch': 0.85}
{'loss': 0.003, 'grad_norm': 0.16711056232452393, 'learning_rate': 0.00014362044840714587, 'epoch': 0.85}
{'loss': 0.003, 'grad_norm': 0.03180832043290138, 'learning_rate': 0.00014355536754417363, 'epoch': 0.85}
{'loss': 0.0029, 'grad_norm': 0.23896735906600952, 'learning_rate': 0.0001434902866812014, 'epoch': 0.86}
{'loss': 0.0024, 'grad_norm': 0.045339297503232956, 'learning_rate': 0.00014342520581822916, 'epoch': 0.86}
{'loss': 0.0031, 'grad_norm': 0.054755937308073044, 'learning_rate': 0.0001433601249552569, 'epoch': 0.86}
{'loss': 0.0023, 'grad_norm': 0.05565114691853523, 'learning_rate': 0.00014329504409228466, 'epoch': 0.86}
{'loss': 0.0025, 'grad_norm': 0.11043688654899597, 'learning_rate': 0.00014322996322931243, 'epoch': 0.86}
{'loss': 0.0022, 'grad_norm': 0.08533772081136703, 'learning_rate': 0.0001431648823663402, 'epoch': 0.86}
{'loss': 0.0017, 'grad_norm': 0.008446366526186466, 'learning_rate': 0.00014309980150336795, 'epoch': 0.86}
{'loss': 0.0033, 'grad_norm': 0.04699011519551277, 'learning_rate': 0.0001430347206403957, 'epoch': 0.86}
{'loss': 0.0027, 'grad_norm': 0.03189746290445328, 'learning_rate': 0.00014296963977742346, 'epoch': 0.86}
{'loss': 0.0024, 'grad_norm': 0.03132404759526253, 'learning_rate': 0.0001429045589144512, 'epoch': 0.86}
{'loss': 0.0027, 'grad_norm': 0.044986024498939514, 'learning_rate': 0.00014283947805147898, 'epoch': 0.86}
{'loss': 0.0035, 'grad_norm': 0.024639997631311417, 'learning_rate': 0.00014277439718850675, 'epoch': 0.87}
{'loss': 0.0031, 'grad_norm': 0.09436551481485367, 'learning_rate': 0.00014270931632553448, 'epoch': 0.87}
{'loss': 0.0028, 'grad_norm': 0.018501972779631615, 'learning_rate': 0.00014264423546256225, 'epoch': 0.87}
{'loss': 0.0032, 'grad_norm': 0.09985041618347168, 'learning_rate': 0.00014257915459958998, 'epoch': 0.87}
{'loss': 0.0023, 'grad_norm': 0.007610997185111046, 'learning_rate': 0.00014251407373661775, 'epoch': 0.87}
{'loss': 0.0028, 'grad_norm': 0.023003822192549706, 'learning_rate': 0.0001424489928736455, 'epoch': 0.87}
{'loss': 0.0023, 'grad_norm': 0.15563331544399261, 'learning_rate': 0.00014238391201067328, 'epoch': 0.87}
{'loss': 0.0032, 'grad_norm': 0.016076916828751564, 'learning_rate': 0.000142318831147701, 'epoch': 0.87}
{'loss': 0.0024, 'grad_norm': 0.0136203458532691, 'learning_rate': 0.00014225375028472878, 'epoch': 0.87}
{'loss': 0.0019, 'grad_norm': 0.08714016526937485, 'learning_rate': 0.00014218866942175654, 'epoch': 0.87}
{'loss': 0.003, 'grad_norm': 0.1598137766122818, 'learning_rate': 0.0001421235885587843, 'epoch': 0.88}
{'loss': 0.002, 'grad_norm': 0.03488507494330406, 'learning_rate': 0.00014205850769581207, 'epoch': 0.88}
{'loss': 0.0027, 'grad_norm': 0.03700437396764755, 'learning_rate': 0.0001419934268328398, 'epoch': 0.88}
{'loss': 0.0035, 'grad_norm': 0.09965141117572784, 'learning_rate': 0.00014192834596986757, 'epoch': 0.88}
{'loss': 0.0027, 'grad_norm': 0.027751170098781586, 'learning_rate': 0.0001418632651068953, 'epoch': 0.88}
{'loss': 0.003, 'grad_norm': 0.023166241124272346, 'learning_rate': 0.00014179818424392307, 'epoch': 0.88}
{'loss': 0.0025, 'grad_norm': 0.014098635874688625, 'learning_rate': 0.00014173310338095086, 'epoch': 0.88}
{'loss': 0.0039, 'grad_norm': 0.05864070728421211, 'learning_rate': 0.0001416680225179786, 'epoch': 0.88}
{'loss': 0.0021, 'grad_norm': 0.0167936310172081, 'learning_rate': 0.00014160294165500636, 'epoch': 0.88}
{'loss': 0.0026, 'grad_norm': 0.024188486859202385, 'learning_rate': 0.0001415378607920341, 'epoch': 0.88}
{'loss': 0.0024, 'grad_norm': 0.030896775424480438, 'learning_rate': 0.00014147277992906186, 'epoch': 0.89}
{'loss': 0.0022, 'grad_norm': 0.010582421906292439, 'learning_rate': 0.00014140769906608963, 'epoch': 0.89}
{'loss': 0.0033, 'grad_norm': 0.12860067188739777, 'learning_rate': 0.0001413426182031174, 'epoch': 0.89}
{'loss': 0.0023, 'grad_norm': 0.05916808545589447, 'learning_rate': 0.00014127753734014513, 'epoch': 0.89}
{'loss': 0.0016, 'grad_norm': 0.00945570133626461, 'learning_rate': 0.0001412124564771729, 'epoch': 0.89}
{'loss': 0.0018, 'grad_norm': 0.09758492559194565, 'learning_rate': 0.00014114737561420065, 'epoch': 0.89}
{'loss': 0.0036, 'grad_norm': 0.17001740634441376, 'learning_rate': 0.00014108229475122842, 'epoch': 0.89}
{'loss': 0.0022, 'grad_norm': 0.24066731333732605, 'learning_rate': 0.00014101721388825618, 'epoch': 0.89}
{'loss': 0.0025, 'grad_norm': 0.030635202303528786, 'learning_rate': 0.00014095213302528392, 'epoch': 0.89}
{'loss': 0.0027, 'grad_norm': 0.040025126188993454, 'learning_rate': 0.00014088705216231168, 'epoch': 0.89}
{'loss': 0.0021, 'grad_norm': 0.04315931722521782, 'learning_rate': 0.00014082197129933942, 'epoch': 0.9}
{'loss': 0.0024, 'grad_norm': 0.008978821337223053, 'learning_rate': 0.00014075689043636718, 'epoch': 0.9}
{'loss': 0.0019, 'grad_norm': 0.04592503234744072, 'learning_rate': 0.00014069180957339495, 'epoch': 0.9}
{'loss': 0.0028, 'grad_norm': 0.021228939294815063, 'learning_rate': 0.0001406267287104227, 'epoch': 0.9}
{'loss': 0.0022, 'grad_norm': 0.03620105981826782, 'learning_rate': 0.00014056164784745047, 'epoch': 0.9}
{'loss': 0.0035, 'grad_norm': 0.016738632693886757, 'learning_rate': 0.0001404965669844782, 'epoch': 0.9}
{'loss': 0.0032, 'grad_norm': 0.21624477207660675, 'learning_rate': 0.00014043148612150598, 'epoch': 0.9}
{'loss': 0.0034, 'grad_norm': 0.5447209477424622, 'learning_rate': 0.00014036640525853374, 'epoch': 0.9}
{'loss': 0.0034, 'grad_norm': 0.14095009863376617, 'learning_rate': 0.0001403013243955615, 'epoch': 0.9}
{'loss': 0.003, 'grad_norm': 0.06885077059268951, 'learning_rate': 0.00014023624353258924, 'epoch': 0.9}
{'loss': 0.0041, 'grad_norm': 0.18918178975582123, 'learning_rate': 0.000140171162669617, 'epoch': 0.9}
{'loss': 0.0036, 'grad_norm': 0.054161589592695236, 'learning_rate': 0.00014010608180664477, 'epoch': 0.91}
{'loss': 0.0074, 'grad_norm': 0.1311376839876175, 'learning_rate': 0.0001400410009436725, 'epoch': 0.91}
{'loss': 0.0058, 'grad_norm': 0.32137930393218994, 'learning_rate': 0.0001399759200807003, 'epoch': 0.91}
{'loss': 0.006, 'grad_norm': 0.19538429379463196, 'learning_rate': 0.00013991083921772803, 'epoch': 0.91}
{'loss': 0.005, 'grad_norm': 0.07517394423484802, 'learning_rate': 0.0001398457583547558, 'epoch': 0.91}
{'loss': 0.0035, 'grad_norm': 0.10782506316900253, 'learning_rate': 0.00013978067749178353, 'epoch': 0.91}
{'loss': 0.005, 'grad_norm': 0.06998482346534729, 'learning_rate': 0.0001397155966288113, 'epoch': 0.91}
{'loss': 0.0042, 'grad_norm': 0.1403687447309494, 'learning_rate': 0.00013965051576583906, 'epoch': 0.91}
{'loss': 0.0034, 'grad_norm': 0.13236267864704132, 'learning_rate': 0.00013958543490286682, 'epoch': 0.91}
{'loss': 0.0032, 'grad_norm': 0.06907792389392853, 'learning_rate': 0.0001395203540398946, 'epoch': 0.91}
{'loss': 0.0044, 'grad_norm': 0.07380291819572449, 'learning_rate': 0.00013945527317692233, 'epoch': 0.92}
{'loss': 0.0035, 'grad_norm': 0.20353558659553528, 'learning_rate': 0.0001393901923139501, 'epoch': 0.92}
{'loss': 0.003, 'grad_norm': 0.06724664568901062, 'learning_rate': 0.00013932511145097785, 'epoch': 0.92}
{'loss': 0.0031, 'grad_norm': 0.020525867119431496, 'learning_rate': 0.00013926003058800562, 'epoch': 0.92}
{'loss': 0.0018, 'grad_norm': 0.03813094273209572, 'learning_rate': 0.00013919494972503335, 'epoch': 0.92}
{'loss': 0.0025, 'grad_norm': 0.00889335386455059, 'learning_rate': 0.00013912986886206112, 'epoch': 0.92}
{'loss': 0.0031, 'grad_norm': 0.014802898280322552, 'learning_rate': 0.00013906478799908885, 'epoch': 0.92}
{'loss': 0.0025, 'grad_norm': 0.019119378179311752, 'learning_rate': 0.00013899970713611662, 'epoch': 0.92}
{'loss': 0.0023, 'grad_norm': 0.02908400632441044, 'learning_rate': 0.0001389346262731444, 'epoch': 0.92}
{'loss': 0.0046, 'grad_norm': 0.008787957951426506, 'learning_rate': 0.00013886954541017215, 'epoch': 0.92}
{'loss': 0.0027, 'grad_norm': 0.0972418412566185, 'learning_rate': 0.0001388044645471999, 'epoch': 0.93}
{'loss': 0.0029, 'grad_norm': 0.02592698112130165, 'learning_rate': 0.00013873938368422765, 'epoch': 0.93}
{'loss': 0.0023, 'grad_norm': 0.053347714245319366, 'learning_rate': 0.0001386743028212554, 'epoch': 0.93}
{'loss': 0.0033, 'grad_norm': 0.022845465689897537, 'learning_rate': 0.00013860922195828317, 'epoch': 0.93}
{'loss': 0.0043, 'grad_norm': 0.12580782175064087, 'learning_rate': 0.00013854414109531094, 'epoch': 0.93}
{'loss': 0.0039, 'grad_norm': 0.011665243655443192, 'learning_rate': 0.0001384790602323387, 'epoch': 0.93}
{'loss': 0.0026, 'grad_norm': 0.05403779447078705, 'learning_rate': 0.00013841397936936644, 'epoch': 0.93}
{'loss': 0.0031, 'grad_norm': 0.07047374546527863, 'learning_rate': 0.0001383488985063942, 'epoch': 0.93}
{'loss': 0.002, 'grad_norm': 0.03903374448418617, 'learning_rate': 0.00013828381764342197, 'epoch': 0.93}
{'loss': 0.0028, 'grad_norm': 0.042465802282094955, 'learning_rate': 0.00013821873678044973, 'epoch': 0.93}
{'loss': 0.0022, 'grad_norm': 0.08634010702371597, 'learning_rate': 0.00013815365591747747, 'epoch': 0.94}
{'loss': 0.0016, 'grad_norm': 0.03024328127503395, 'learning_rate': 0.00013808857505450523, 'epoch': 0.94}
{'loss': 0.0021, 'grad_norm': 0.027009638026356697, 'learning_rate': 0.00013802349419153297, 'epoch': 0.94}
{'loss': 0.0018, 'grad_norm': 0.004659158643335104, 'learning_rate': 0.00013795841332856073, 'epoch': 0.94}
