{'loss': 3.3286, 'grad_norm': 2.3629939556121826, 'learning_rate': 2e-05, 'epoch': 0.0}
{'loss': 0.0093, 'grad_norm': 0.20094150304794312, 'learning_rate': 0.00015478832449318278, 'epoch': 0.69}
{'loss': 0.0125, 'grad_norm': 0.23229634761810303, 'learning_rate': 0.00015472324363021054, 'epoch': 0.69}
{'loss': 0.0134, 'grad_norm': 0.2280157208442688, 'learning_rate': 0.0001546581627672383, 'epoch': 0.69}
{'loss': 0.0072, 'grad_norm': 0.01830933429300785, 'learning_rate': 0.00015459308190426607, 'epoch': 0.69}
{'loss': 0.0088, 'grad_norm': 0.0786563903093338, 'learning_rate': 0.0001545280010412938, 'epoch': 0.69}
{'loss': 0.0072, 'grad_norm': 0.1404765248298645, 'learning_rate': 0.00015446292017832157, 'epoch': 0.69}
{'loss': 0.005, 'grad_norm': 0.07218834012746811, 'learning_rate': 0.00015439783931534934, 'epoch': 0.69}
{'loss': 0.0041, 'grad_norm': 0.08629602938890457, 'learning_rate': 0.0001543327584523771, 'epoch': 0.69}
{'loss': 0.0062, 'grad_norm': 0.21190862357616425, 'learning_rate': 0.00015426767758940484, 'epoch': 0.69}
{'loss': 0.0048, 'grad_norm': 0.05750042945146561, 'learning_rate': 0.0001542025967264326, 'epoch': 0.69}
{'loss': 0.0052, 'grad_norm': 0.13204973936080933, 'learning_rate': 0.00015413751586346034, 'epoch': 0.7}
{'loss': 0.0056, 'grad_norm': 0.09590394794940948, 'learning_rate': 0.0001540724350004881, 'epoch': 0.7}
{'loss': 0.0034, 'grad_norm': 0.15621177852153778, 'learning_rate': 0.0001540073541375159, 'epoch': 0.7}
{'loss': 0.0044, 'grad_norm': 0.0342278853058815, 'learning_rate': 0.00015394227327454363, 'epoch': 0.7}
{'loss': 0.0038, 'grad_norm': 0.18826302886009216, 'learning_rate': 0.0001538771924115714, 'epoch': 0.7}
{'loss': 0.0523, 'grad_norm': 0.07922139763832092, 'learning_rate': 0.00015381861963489635, 'epoch': 0.7}
{'loss': 0.0042, 'grad_norm': 0.043016206473112106, 'learning_rate': 0.00015375353877192415, 'epoch': 0.7}
{'loss': 0.0046, 'grad_norm': 0.010623465292155743, 'learning_rate': 0.00015368845790895188, 'epoch': 0.7}
{'loss': 0.0052, 'grad_norm': 0.04773814231157303, 'learning_rate': 0.00015362337704597965, 'epoch': 0.7}
{'loss': 0.0046, 'grad_norm': 0.08621904253959656, 'learning_rate': 0.00015355829618300738, 'epoch': 0.7}
{'loss': 0.0053, 'grad_norm': 0.1140250563621521, 'learning_rate': 0.00015349321532003515, 'epoch': 0.71}
{'loss': 0.0049, 'grad_norm': 0.029522767290472984, 'learning_rate': 0.0001534281344570629, 'epoch': 0.71}
{'loss': 0.0046, 'grad_norm': 0.28084781765937805, 'learning_rate': 0.00015336305359409067, 'epoch': 0.71}
{'loss': 0.0045, 'grad_norm': 0.07386738061904907, 'learning_rate': 0.0001532979727311184, 'epoch': 0.71}
{'loss': 0.004, 'grad_norm': 0.06166057288646698, 'learning_rate': 0.00015323289186814618, 'epoch': 0.71}
{'loss': 0.0041, 'grad_norm': 0.015333037823438644, 'learning_rate': 0.00015316781100517394, 'epoch': 0.71}
{'loss': 0.0054, 'grad_norm': 0.11281244456768036, 'learning_rate': 0.00015310273014220168, 'epoch': 0.71}
{'loss': 0.0058, 'grad_norm': 0.06601322442293167, 'learning_rate': 0.00015303764927922947, 'epoch': 0.71}
{'loss': 0.0028, 'grad_norm': 0.016269583255052567, 'learning_rate': 0.0001529725684162572, 'epoch': 0.71}
{'loss': 0.0038, 'grad_norm': 0.0900212824344635, 'learning_rate': 0.00015290748755328497, 'epoch': 0.71}
{'loss': 0.0058, 'grad_norm': 0.089156374335289, 'learning_rate': 0.0001528424066903127, 'epoch': 0.72}
{'loss': 0.0038, 'grad_norm': 0.02300569787621498, 'learning_rate': 0.00015277732582734047, 'epoch': 0.72}
{'loss': 0.0051, 'grad_norm': 0.06310400366783142, 'learning_rate': 0.00015271224496436823, 'epoch': 0.72}
{'loss': 0.0039, 'grad_norm': 0.017161346971988678, 'learning_rate': 0.000152647164101396, 'epoch': 0.72}
{'loss': 0.0021, 'grad_norm': 0.011756829917430878, 'learning_rate': 0.00015258208323842376, 'epoch': 0.72}
{'loss': 0.0033, 'grad_norm': 0.024858057498931885, 'learning_rate': 0.0001525170023754515, 'epoch': 0.72}
{'loss': 0.0023, 'grad_norm': 0.039210446178913116, 'learning_rate': 0.00015245192151247926, 'epoch': 0.72}
{'loss': 0.0033, 'grad_norm': 0.029461966827511787, 'learning_rate': 0.00015238684064950702, 'epoch': 0.72}
{'loss': 0.0028, 'grad_norm': 0.08325634896755219, 'learning_rate': 0.0001523217597865348, 'epoch': 0.72}
{'loss': 0.003, 'grad_norm': 0.06297828257083893, 'learning_rate': 0.00015225667892356252, 'epoch': 0.72}
{'loss': 0.0032, 'grad_norm': 0.06446116417646408, 'learning_rate': 0.0001521915980605903, 'epoch': 0.72}
{'loss': 0.0053, 'grad_norm': 0.4194801449775696, 'learning_rate': 0.00015212651719761805, 'epoch': 0.73}
{'loss': 0.0046, 'grad_norm': 0.010899909771978855, 'learning_rate': 0.0001520614363346458, 'epoch': 0.73}
{'loss': 0.0062, 'grad_norm': 0.08093315362930298, 'learning_rate': 0.00015199635547167358, 'epoch': 0.73}
{'loss': 0.0051, 'grad_norm': 0.07144651561975479, 'learning_rate': 0.00015193127460870132, 'epoch': 0.73}
{'loss': 0.0062, 'grad_norm': 0.16200874745845795, 'learning_rate': 0.00015186619374572908, 'epoch': 0.73}
{'loss': 0.0061, 'grad_norm': 0.19326567649841309, 'learning_rate': 0.00015180111288275682, 'epoch': 0.73}
{'loss': 0.0078, 'grad_norm': 0.19887487590312958, 'learning_rate': 0.00015173603201978458, 'epoch': 0.73}
{'loss': 0.0074, 'grad_norm': 0.16116578876972198, 'learning_rate': 0.00015167095115681235, 'epoch': 0.73}
{'loss': 0.0113, 'grad_norm': 0.13549689948558807, 'learning_rate': 0.0001516058702938401, 'epoch': 0.73}
{'loss': 0.0058, 'grad_norm': 0.0895429477095604, 'learning_rate': 0.00015154078943086787, 'epoch': 0.73}
{'loss': 0.0057, 'grad_norm': 0.18724875152111053, 'learning_rate': 0.0001514757085678956, 'epoch': 0.74}
{'loss': 0.0062, 'grad_norm': 0.20564082264900208, 'learning_rate': 0.00015141062770492337, 'epoch': 0.74}
{'loss': 0.0058, 'grad_norm': 0.14484716951847076, 'learning_rate': 0.00015134554684195114, 'epoch': 0.74}
{'loss': 0.0076, 'grad_norm': 0.16523636877536774, 'learning_rate': 0.0001512804659789789, 'epoch': 0.74}
{'loss': 0.005, 'grad_norm': 0.14593914151191711, 'learning_rate': 0.00015121538511600664, 'epoch': 0.74}
{'loss': 0.0047, 'grad_norm': 0.044844917953014374, 'learning_rate': 0.0001511503042530344, 'epoch': 0.74}
{'loss': 0.0045, 'grad_norm': 0.061030883342027664, 'learning_rate': 0.00015108522339006217, 'epoch': 0.74}
{'loss': 0.005, 'grad_norm': 0.05038632079958916, 'learning_rate': 0.0001510201425270899, 'epoch': 0.74}
{'loss': 0.0039, 'grad_norm': 0.03009737841784954, 'learning_rate': 0.0001509550616641177, 'epoch': 0.74}
{'loss': 0.0042, 'grad_norm': 0.22416776418685913, 'learning_rate': 0.00015088998080114543, 'epoch': 0.74}
{'loss': 0.0227, 'grad_norm': nan, 'learning_rate': 0.00015083140802447042, 'epoch': 0.75}
{'loss': 0.0035, 'grad_norm': 0.013361523859202862, 'learning_rate': 0.00015076632716149816, 'epoch': 0.75}
{'loss': 0.0043, 'grad_norm': 0.09648702293634415, 'learning_rate': 0.00015070124629852595, 'epoch': 0.75}
{'loss': 0.0911, 'grad_norm': 0.138387531042099, 'learning_rate': 0.0001506426735218509, 'epoch': 0.75}
{'loss': 0.0046, 'grad_norm': 0.11144162714481354, 'learning_rate': 0.00015057759265887867, 'epoch': 0.75}
{'loss': 0.0044, 'grad_norm': 0.13811415433883667, 'learning_rate': 0.0001505125117959064, 'epoch': 0.75}
{'loss': 0.0049, 'grad_norm': 0.14749033749103546, 'learning_rate': 0.0001504474309329342, 'epoch': 0.75}
{'loss': 0.0068, 'grad_norm': 0.07886356115341187, 'learning_rate': 0.00015038235006996194, 'epoch': 0.75}
{'loss': 0.0043, 'grad_norm': 0.12162729352712631, 'learning_rate': 0.0001503172692069897, 'epoch': 0.75}
{'loss': 0.0052, 'grad_norm': 0.1548505425453186, 'learning_rate': 0.00015025218834401744, 'epoch': 0.75}
{'loss': 0.0036, 'grad_norm': 0.13723130524158478, 'learning_rate': 0.0001501871074810452, 'epoch': 0.76}
{'loss': 0.0063, 'grad_norm': 0.12063609808683395, 'learning_rate': 0.00015012202661807296, 'epoch': 0.76}
{'loss': 0.0044, 'grad_norm': 0.03093864396214485, 'learning_rate': 0.00015005694575510073, 'epoch': 0.76}
{'loss': 0.0049, 'grad_norm': 0.058691684156656265, 'learning_rate': 0.0001499918648921285, 'epoch': 0.76}
{'loss': 0.0039, 'grad_norm': 0.0450376458466053, 'learning_rate': 0.00014992678402915623, 'epoch': 0.76}
{'loss': 0.0042, 'grad_norm': 0.007760945241898298, 'learning_rate': 0.000149861703166184, 'epoch': 0.76}
{'loss': 0.0045, 'grad_norm': 0.05506176874041557, 'learning_rate': 0.00014979662230321173, 'epoch': 0.76}
{'loss': 0.0051, 'grad_norm': 0.02084566280245781, 'learning_rate': 0.00014973154144023952, 'epoch': 0.76}
{'loss': 0.0025, 'grad_norm': 0.010101181454956532, 'learning_rate': 0.00014966646057726726, 'epoch': 0.76}
{'loss': 0.0043, 'grad_norm': 0.013347525149583817, 'learning_rate': 0.00014960137971429502, 'epoch': 0.76}
{'loss': 0.0033, 'grad_norm': 0.05140040069818497, 'learning_rate': 0.00014953629885132276, 'epoch': 0.76}
{'loss': 0.0027, 'grad_norm': 0.02497056871652603, 'learning_rate': 0.00014947121798835052, 'epoch': 0.77}
{'loss': 0.0027, 'grad_norm': 0.008379760198295116, 'learning_rate': 0.00014940613712537828, 'epoch': 0.77}
{'loss': 0.0035, 'grad_norm': 0.06467379629611969, 'learning_rate': 0.00014934105626240605, 'epoch': 0.77}
{'loss': 0.0025, 'grad_norm': 0.01365992147475481, 'learning_rate': 0.0001492759753994338, 'epoch': 0.77}
{'loss': 0.0017, 'grad_norm': 0.04493974894285202, 'learning_rate': 0.00014921089453646155, 'epoch': 0.77}
{'loss': 0.003, 'grad_norm': 0.012154215946793556, 'learning_rate': 0.0001491458136734893, 'epoch': 0.77}
{'loss': 0.0019, 'grad_norm': 0.00784473866224289, 'learning_rate': 0.00014908073281051708, 'epoch': 0.77}
{'loss': 0.0028, 'grad_norm': 0.049772851169109344, 'learning_rate': 0.00014901565194754484, 'epoch': 0.77}
{'loss': 0.003, 'grad_norm': 0.021063555032014847, 'learning_rate': 0.0001489505710845726, 'epoch': 0.77}
{'loss': 0.0023, 'grad_norm': 0.009030562825500965, 'learning_rate': 0.00014888549022160034, 'epoch': 0.77}
{'loss': 0.0029, 'grad_norm': 0.05860934406518936, 'learning_rate': 0.0001488204093586281, 'epoch': 0.78}
{'loss': 0.0033, 'grad_norm': 0.04352162778377533, 'learning_rate': 0.00014875532849565584, 'epoch': 0.78}
{'loss': 0.0031, 'grad_norm': 0.014872482046484947, 'learning_rate': 0.00014869024763268363, 'epoch': 0.78}
{'loss': 0.0037, 'grad_norm': 0.013162934221327305, 'learning_rate': 0.00014862516676971137, 'epoch': 0.78}
{'loss': 0.0037, 'grad_norm': 0.02473921701312065, 'learning_rate': 0.00014856008590673913, 'epoch': 0.78}
{'loss': 0.0033, 'grad_norm': 0.0060853660106658936, 'learning_rate': 0.00014849500504376687, 'epoch': 0.78}
{'loss': 0.0037, 'grad_norm': 0.08608744293451309, 'learning_rate': 0.00014842992418079463, 'epoch': 0.78}
{'loss': 0.0033, 'grad_norm': 0.1880316138267517, 'learning_rate': 0.0001483648433178224, 'epoch': 0.78}
{'loss': 0.0032, 'grad_norm': 0.1028754785656929, 'learning_rate': 0.00014829976245485016, 'epoch': 0.78}
{'loss': 0.0036, 'grad_norm': 0.013221515342593193, 'learning_rate': 0.00014823468159187793, 'epoch': 0.78}
{'loss': 0.0048, 'grad_norm': 0.014945168979465961, 'learning_rate': 0.00014816960072890566, 'epoch': 0.79}
{'loss': 0.0038, 'grad_norm': 0.10431426018476486, 'learning_rate': 0.00014810451986593343, 'epoch': 0.79}
{'loss': 0.0031, 'grad_norm': 0.008797405287623405, 'learning_rate': 0.0001480394390029612, 'epoch': 0.79}
{'loss': 0.0036, 'grad_norm': 0.013959298841655254, 'learning_rate': 0.00014797435813998895, 'epoch': 0.79}
{'loss': 0.0025, 'grad_norm': 0.10424047708511353, 'learning_rate': 0.00014790927727701672, 'epoch': 0.79}
{'loss': 0.0029, 'grad_norm': 0.01880726031959057, 'learning_rate': 0.00014784419641404446, 'epoch': 0.79}
{'loss': 0.0029, 'grad_norm': 0.014148106798529625, 'learning_rate': 0.00014777911555107222, 'epoch': 0.79}
{'loss': 0.0023, 'grad_norm': 0.01815621368587017, 'learning_rate': 0.00014771403468809996, 'epoch': 0.79}
{'loss': 0.0028, 'grad_norm': 0.008648593910038471, 'learning_rate': 0.00014764895382512775, 'epoch': 0.79}
{'loss': 0.0024, 'grad_norm': 0.06238977611064911, 'learning_rate': 0.00014758387296215548, 'epoch': 0.79}
{'loss': 0.0036, 'grad_norm': 0.01071991864591837, 'learning_rate': 0.00014751879209918325, 'epoch': 0.79}
{'loss': 0.0037, 'grad_norm': 0.21661004424095154, 'learning_rate': 0.00014745371123621098, 'epoch': 0.8}
{'loss': 0.0041, 'grad_norm': 0.12437175214290619, 'learning_rate': 0.00014738863037323875, 'epoch': 0.8}
{'loss': 0.0032, 'grad_norm': 0.03865537419915199, 'learning_rate': 0.0001473235495102665, 'epoch': 0.8}
{'loss': 0.003, 'grad_norm': 0.008803253062069416, 'learning_rate': 0.00014725846864729428, 'epoch': 0.8}
{'loss': 0.0041, 'grad_norm': 0.13195006549358368, 'learning_rate': 0.00014719338778432204, 'epoch': 0.8}
{'loss': 0.0025, 'grad_norm': 0.08182856440544128, 'learning_rate': 0.00014712830692134978, 'epoch': 0.8}
{'loss': 0.0036, 'grad_norm': 0.012191456742584705, 'learning_rate': 0.00014706322605837754, 'epoch': 0.8}
{'loss': 0.0033, 'grad_norm': 0.015810279175639153, 'learning_rate': 0.00014699814519540528, 'epoch': 0.8}
{'loss': 0.0049, 'grad_norm': 0.14671215415000916, 'learning_rate': 0.00014693306433243307, 'epoch': 0.8}
{'loss': 0.0029, 'grad_norm': 0.18014997243881226, 'learning_rate': 0.0001468679834694608, 'epoch': 0.8}
{'loss': 0.0041, 'grad_norm': 0.13696202635765076, 'learning_rate': 0.00014680290260648857, 'epoch': 0.81}
{'loss': 0.0038, 'grad_norm': 0.04314064979553223, 'learning_rate': 0.00014673782174351633, 'epoch': 0.81}
{'loss': 0.0031, 'grad_norm': 0.010753737762570381, 'learning_rate': 0.00014667274088054407, 'epoch': 0.81}
{'loss': 0.0031, 'grad_norm': 0.012512451969087124, 'learning_rate': 0.00014660766001757183, 'epoch': 0.81}
{'loss': 0.0034, 'grad_norm': 0.009953309781849384, 'learning_rate': 0.0001465425791545996, 'epoch': 0.81}
{'loss': 0.003, 'grad_norm': 0.13276134431362152, 'learning_rate': 0.00014647749829162736, 'epoch': 0.81}
{'loss': 0.0045, 'grad_norm': 0.012932389043271542, 'learning_rate': 0.0001464124174286551, 'epoch': 0.81}
{'loss': 0.0041, 'grad_norm': 0.027260445058345795, 'learning_rate': 0.00014634733656568286, 'epoch': 0.81}
{'loss': 0.0039, 'grad_norm': 0.013768313452601433, 'learning_rate': 0.00014628225570271063, 'epoch': 0.81}
{'loss': 0.0028, 'grad_norm': 0.037279073148965836, 'learning_rate': 0.0001462171748397384, 'epoch': 0.81}
{'loss': 0.0034, 'grad_norm': 0.01858375035226345, 'learning_rate': 0.00014615209397676615, 'epoch': 0.82}
{'loss': 0.0023, 'grad_norm': 0.14899787306785583, 'learning_rate': 0.0001460870131137939, 'epoch': 0.82}
{'loss': 0.0032, 'grad_norm': 0.1285492330789566, 'learning_rate': 0.00014602193225082165, 'epoch': 0.82}
{'loss': 0.0039, 'grad_norm': 0.026374520733952522, 'learning_rate': 0.0001459568513878494, 'epoch': 0.82}
{'loss': 0.0043, 'grad_norm': 0.09181004762649536, 'learning_rate': 0.00014589177052487718, 'epoch': 0.82}
{'loss': 0.0044, 'grad_norm': 0.017042329534888268, 'learning_rate': 0.00014582668966190492, 'epoch': 0.82}
{'loss': 0.0024, 'grad_norm': 0.01727467030286789, 'learning_rate': 0.00014576160879893268, 'epoch': 0.82}
{'loss': 0.0029, 'grad_norm': 0.010802817530930042, 'learning_rate': 0.00014569652793596045, 'epoch': 0.82}
{'loss': 0.0024, 'grad_norm': 0.008050273172557354, 'learning_rate': 0.00014563144707298818, 'epoch': 0.82}
{'loss': 0.0027, 'grad_norm': 0.17348633706569672, 'learning_rate': 0.00014556636621001595, 'epoch': 0.82}
{'loss': 0.0034, 'grad_norm': 0.0875157043337822, 'learning_rate': 0.0001455012853470437, 'epoch': 0.83}
{'loss': 0.0044, 'grad_norm': 0.01732707768678665, 'learning_rate': 0.00014543620448407148, 'epoch': 0.83}
{'loss': 0.005, 'grad_norm': 2.002290725708008, 'learning_rate': 0.0001453711236210992, 'epoch': 0.83}
{'loss': 0.0032, 'grad_norm': 0.041195232421159744, 'learning_rate': 0.00014530604275812698, 'epoch': 0.83}
{'loss': 0.004, 'grad_norm': 0.14388543367385864, 'learning_rate': 0.0001452409618951547, 'epoch': 0.83}
{'loss': 0.0052, 'grad_norm': 0.11085093766450882, 'learning_rate': 0.0001451758810321825, 'epoch': 0.83}
{'loss': 0.0045, 'grad_norm': 0.36491909623146057, 'learning_rate': 0.00014511080016921027, 'epoch': 0.83}
{'loss': 0.0077, 'grad_norm': 0.15002097189426422, 'learning_rate': 0.000145045719306238, 'epoch': 0.83}
{'loss': 0.0061, 'grad_norm': 0.04916644096374512, 'learning_rate': 0.00014498063844326577, 'epoch': 0.83}
{'loss': 0.0043, 'grad_norm': 0.01277186069637537, 'learning_rate': 0.0001449155575802935, 'epoch': 0.83}
{'loss': 0.004, 'grad_norm': 0.021702585741877556, 'learning_rate': 0.00014485047671732127, 'epoch': 0.83}
{'loss': 0.0033, 'grad_norm': 0.009767267853021622, 'learning_rate': 0.00014478539585434903, 'epoch': 0.84}
{'loss': 0.0026, 'grad_norm': 0.02839132584631443, 'learning_rate': 0.0001447203149913768, 'epoch': 0.84}
{'loss': 0.004, 'grad_norm': 0.011087944731116295, 'learning_rate': 0.00014465523412840456, 'epoch': 0.84}
{'loss': 0.0033, 'grad_norm': 0.012050092220306396, 'learning_rate': 0.0001445901532654323, 'epoch': 0.84}
{'loss': 0.0025, 'grad_norm': 0.004160619340837002, 'learning_rate': 0.00014452507240246006, 'epoch': 0.84}
{'loss': 0.0046, 'grad_norm': 0.015535523183643818, 'learning_rate': 0.00014445999153948782, 'epoch': 0.84}
{'loss': 0.0039, 'grad_norm': 0.00777172576636076, 'learning_rate': 0.0001443949106765156, 'epoch': 0.84}
{'loss': 0.0031, 'grad_norm': 0.014179708436131477, 'learning_rate': 0.00014432982981354333, 'epoch': 0.84}
{'loss': 0.0038, 'grad_norm': 0.016267862170934677, 'learning_rate': 0.0001442647489505711, 'epoch': 0.84}
{'loss': 0.003, 'grad_norm': 0.011556687764823437, 'learning_rate': 0.00014419966808759883, 'epoch': 0.84}
{'loss': 0.0029, 'grad_norm': 0.007030175998806953, 'learning_rate': 0.00014413458722462662, 'epoch': 0.85}
{'loss': 0.0018, 'grad_norm': 0.05839075148105621, 'learning_rate': 0.00014406950636165438, 'epoch': 0.85}
{'loss': 0.005, 'grad_norm': 0.016164690256118774, 'learning_rate': 0.00014400442549868212, 'epoch': 0.85}
{'loss': 0.0028, 'grad_norm': 0.009719024412333965, 'learning_rate': 0.00014393934463570988, 'epoch': 0.85}
{'loss': 0.0027, 'grad_norm': 0.028275659307837486, 'learning_rate': 0.00014387426377273762, 'epoch': 0.85}
{'loss': 0.0023, 'grad_norm': 0.018720490857958794, 'learning_rate': 0.00014380918290976538, 'epoch': 0.85}
{'loss': 0.0025, 'grad_norm': 0.015956534072756767, 'learning_rate': 0.00014374410204679315, 'epoch': 0.85}
{'loss': 0.0032, 'grad_norm': 0.07418102025985718, 'learning_rate': 0.0001436790211838209, 'epoch': 0.85}
{'loss': 0.0028, 'grad_norm': 0.01691882498562336, 'learning_rate': 0.00014361394032084867, 'epoch': 0.85}
{'loss': 0.0033, 'grad_norm': 0.05582017824053764, 'learning_rate': 0.0001435488594578764, 'epoch': 0.85}
{'loss': 0.0036, 'grad_norm': 0.05863913148641586, 'learning_rate': 0.00014348377859490417, 'epoch': 0.86}
{'loss': 0.0032, 'grad_norm': 0.020901260897517204, 'learning_rate': 0.00014341869773193194, 'epoch': 0.86}
{'loss': 0.0024, 'grad_norm': 0.016243137419223785, 'learning_rate': 0.0001433536168689597, 'epoch': 0.86}
{'loss': 0.0022, 'grad_norm': 0.017299121245741844, 'learning_rate': 0.00014328853600598744, 'epoch': 0.86}
{'loss': 0.0037, 'grad_norm': 0.14286848902702332, 'learning_rate': 0.0001432234551430152, 'epoch': 0.86}
{'loss': 0.003, 'grad_norm': 0.023558247834444046, 'learning_rate': 0.00014315837428004294, 'epoch': 0.86}
{'loss': 0.0034, 'grad_norm': 0.01092415302991867, 'learning_rate': 0.0001430932934170707, 'epoch': 0.86}
{'loss': 0.0031, 'grad_norm': 0.023851066827774048, 'learning_rate': 0.0001430282125540985, 'epoch': 0.86}
{'loss': 0.002, 'grad_norm': 0.006440036464482546, 'learning_rate': 0.00014296313169112623, 'epoch': 0.86}
{'loss': 0.0021, 'grad_norm': 0.08861096948385239, 'learning_rate': 0.000142898050828154, 'epoch': 0.86}
{'loss': 0.0032, 'grad_norm': 0.02928866259753704, 'learning_rate': 0.00014283296996518173, 'epoch': 0.86}
{'loss': 0.0027, 'grad_norm': 0.004971769172698259, 'learning_rate': 0.0001427678891022095, 'epoch': 0.87}
{'loss': 0.003, 'grad_norm': 0.008847386576235294, 'learning_rate': 0.00014270280823923726, 'epoch': 0.87}
{'loss': 0.0026, 'grad_norm': 0.006046139635145664, 'learning_rate': 0.00014263772737626502, 'epoch': 0.87}
{'loss': 0.0034, 'grad_norm': 0.21831472218036652, 'learning_rate': 0.00014257264651329276, 'epoch': 0.87}
{'loss': 0.0027, 'grad_norm': 0.017799651250243187, 'learning_rate': 0.00014250756565032052, 'epoch': 0.87}
{'loss': 0.0037, 'grad_norm': 0.013898685574531555, 'learning_rate': 0.0001424424847873483, 'epoch': 0.87}
{'loss': 0.0037, 'grad_norm': 0.0385829396545887, 'learning_rate': 0.00014237740392437605, 'epoch': 0.87}
{'loss': 0.003, 'grad_norm': 0.047377534210681915, 'learning_rate': 0.00014231232306140382, 'epoch': 0.87}
{'loss': 0.0028, 'grad_norm': 0.011982868425548077, 'learning_rate': 0.00014224724219843155, 'epoch': 0.87}
{'loss': 0.0031, 'grad_norm': 0.010933773592114449, 'learning_rate': 0.00014218216133545932, 'epoch': 0.87}
{'loss': 0.0021, 'grad_norm': 0.007264928892254829, 'learning_rate': 0.00014211708047248705, 'epoch': 0.88}
{'loss': 0.0029, 'grad_norm': 0.017576914280653, 'learning_rate': 0.00014205199960951482, 'epoch': 0.88}
{'loss': 0.0037, 'grad_norm': 0.025735164061188698, 'learning_rate': 0.0001419869187465426, 'epoch': 0.88}
{'loss': 0.0028, 'grad_norm': 0.016330666840076447, 'learning_rate': 0.00014192183788357035, 'epoch': 0.88}
{'loss': 0.0027, 'grad_norm': 0.010434518568217754, 'learning_rate': 0.0001418567570205981, 'epoch': 0.88}
{'loss': 0.002, 'grad_norm': 0.017244558781385422, 'learning_rate': 0.00014179167615762585, 'epoch': 0.88}
{'loss': 0.003, 'grad_norm': 0.012255413457751274, 'learning_rate': 0.0001417265952946536, 'epoch': 0.88}
{'loss': 0.0024, 'grad_norm': 0.022719068452715874, 'learning_rate': 0.00014166151443168137, 'epoch': 0.88}
{'loss': 0.0027, 'grad_norm': 0.0435921847820282, 'learning_rate': 0.00014159643356870914, 'epoch': 0.88}
{'loss': 0.0039, 'grad_norm': 0.010796492919325829, 'learning_rate': 0.00014153135270573687, 'epoch': 0.88}
{'loss': 0.0027, 'grad_norm': 0.04587700963020325, 'learning_rate': 0.00014146627184276464, 'epoch': 0.89}
{'loss': 0.0032, 'grad_norm': 0.12832984328269958, 'learning_rate': 0.0001414011909797924, 'epoch': 0.89}
{'loss': 0.0023, 'grad_norm': 0.005600211676210165, 'learning_rate': 0.00014133611011682017, 'epoch': 0.89}
{'loss': 0.0031, 'grad_norm': 0.09773971140384674, 'learning_rate': 0.00014127102925384793, 'epoch': 0.89}
{'loss': 0.0021, 'grad_norm': 0.0197756290435791, 'learning_rate': 0.00014120594839087567, 'epoch': 0.89}
{'loss': 0.0028, 'grad_norm': 0.12878109514713287, 'learning_rate': 0.00014114086752790343, 'epoch': 0.89}
{'loss': 0.0034, 'grad_norm': 0.021853618323802948, 'learning_rate': 0.00014107578666493117, 'epoch': 0.89}
{'loss': 0.0043, 'grad_norm': 0.11620530486106873, 'learning_rate': 0.00014101070580195893, 'epoch': 0.89}
{'loss': 0.0038, 'grad_norm': 0.10045930743217468, 'learning_rate': 0.0001409456249389867, 'epoch': 0.89}
{'loss': 0.0028, 'grad_norm': 0.03026491589844227, 'learning_rate': 0.00014088054407601446, 'epoch': 0.89}
{'loss': 0.0033, 'grad_norm': 0.04160408675670624, 'learning_rate': 0.00014081546321304222, 'epoch': 0.9}
{'loss': 0.0033, 'grad_norm': 0.02456977590918541, 'learning_rate': 0.00014075038235006996, 'epoch': 0.9}
{'loss': 0.0048, 'grad_norm': 0.02749129943549633, 'learning_rate': 0.00014068530148709772, 'epoch': 0.9}
{'loss': 0.0026, 'grad_norm': 0.004681131336838007, 'learning_rate': 0.0001406202206241255, 'epoch': 0.9}
{'loss': 0.0022, 'grad_norm': 0.051847171038389206, 'learning_rate': 0.00014055513976115325, 'epoch': 0.9}
{'loss': 0.0022, 'grad_norm': 0.007978915236890316, 'learning_rate': 0.000140490058898181, 'epoch': 0.9}
{'loss': 0.0036, 'grad_norm': 0.027731653302907944, 'learning_rate': 0.00014042497803520875, 'epoch': 0.9}
{'loss': 0.0037, 'grad_norm': 0.0846855565905571, 'learning_rate': 0.00014035989717223652, 'epoch': 0.9}
{'loss': 0.0035, 'grad_norm': 0.014763245359063148, 'learning_rate': 0.00014029481630926425, 'epoch': 0.9}
{'loss': 0.0027, 'grad_norm': 0.009653717279434204, 'learning_rate': 0.00014022973544629204, 'epoch': 0.9}
{'loss': 0.0031, 'grad_norm': 0.014470046386122704, 'learning_rate': 0.00014016465458331978, 'epoch': 0.9}
{'loss': 0.0028, 'grad_norm': 0.013082384131848812, 'learning_rate': 0.00014009957372034754, 'epoch': 0.91}
{'loss': 0.0023, 'grad_norm': 0.05061403661966324, 'learning_rate': 0.00014003449285737528, 'epoch': 0.91}
{'loss': 0.0023, 'grad_norm': 0.024280060082674026, 'learning_rate': 0.00013996941199440304, 'epoch': 0.91}
{'loss': 0.0022, 'grad_norm': 0.00979219377040863, 'learning_rate': 0.0001399043311314308, 'epoch': 0.91}
{'loss': 0.0034, 'grad_norm': 0.04179759323596954, 'learning_rate': 0.00013983925026845857, 'epoch': 0.91}
{'loss': 0.0024, 'grad_norm': 0.04919544607400894, 'learning_rate': 0.00013977416940548634, 'epoch': 0.91}
{'loss': 0.004, 'grad_norm': 0.005392624065279961, 'learning_rate': 0.00013970908854251407, 'epoch': 0.91}
